Primer	Reference	Start	End
D4SEQ8_F	GCF_000865065.1_ViralProj15599_genomic	1424	1446
D4SEQ8_F	GCF_000866625.1_ViralProj15598_genomic	10285	10307
D4SEQ8_F	GCF_000871845.1_ViralProj20183_genomic	8786	8808
d1E101WAB1_F	GCF_000862125.1_ViralProj15306_genomic	1223	1249
d1E101WAB1_F	GCF_000865065.1_ViralProj15599_genomic	1227	1253
d1E101WAB1_F	GCF_000866625.1_ViralProj15598_genomic	1223	1249
d1E101WAB1_F	GCF_000871845.1_ViralProj20183_genomic	1225	1251
d1E101WAA2_R	GCF_000862125.1_ViralProj15306_genomic	1223	1249
d1E101WAA2_R	GCF_000865065.1_ViralProj15599_genomic	1227	1253
d1E101WAA2_R	GCF_000866625.1_ViralProj15598_genomic	1223	1249
d1E101WAA2_R	GCF_000871845.1_ViralProj20183_genomic	1225	1251
d1E108FAB1_F	GCF_000862125.1_ViralProj15306_genomic	1244	1270
d1E108FAB1_F	GCF_000865065.1_ViralProj15599_genomic	1248	1274
d1E108FAB1_F	GCF_000866625.1_ViralProj15598_genomic	1244	1270
d1E108FAB1_F	GCF_000871845.1_ViralProj20183_genomic	1246	1272
d1E108FAA2_R	GCF_000862125.1_ViralProj15306_genomic	1244	1270
d1E108FAA2_R	GCF_000865065.1_ViralProj15599_genomic	1248	1274
d1E108FAA2_R	GCF_000866625.1_ViralProj15598_genomic	1244	1270
d1E108FAA2_R	GCF_000871845.1_ViralProj20183_genomic	1246	1272
d1E209HAB1_F	GCF_000862125.1_ViralProj15306_genomic	1547	1573
d1E209HAB1_F	GCF_000865065.1_ViralProj15599_genomic	1551	1577
d1E209HAB1_F	GCF_000866625.1_ViralProj15598_genomic	5543	5569
d1E209HAB1_F	GCF_000871845.1_ViralProj20183_genomic	1549	1575
d1E209HAA2_R	GCF_000862125.1_ViralProj15306_genomic	1547	1573
d1E209HAA2_R	GCF_000865065.1_ViralProj15599_genomic	1551	1577
d1E209HAA2_R	GCF_000866625.1_ViralProj15598_genomic	5543	5569
d1E209HAA2_R	GCF_000871845.1_ViralProj20183_genomic	1549	1575
d1E258-GAB1_F	GCF_000862125.1_ViralProj15306_genomic	1694	1720
d1E258-GAB1_F	GCF_000865065.1_ViralProj15599_genomic	1698	1724
d1E258-GAB1_F	GCF_000866625.1_ViralProj15598_genomic	1688	1714
d1E258-GAB1_F	GCF_000871845.1_ViralProj20183_genomic	1696	1722
d1E258GAA2_R	GCF_000862125.1_ViralProj15306_genomic	1694	1720
d1E258GAA2_R	GCF_000865065.1_ViralProj15599_genomic	1698	1724
d1E258GAA2_R	GCF_000866625.1_ViralProj15598_genomic	1688	1714
d1E258GAA2_R	GCF_000871845.1_ViralProj20183_genomic	1696	1722
d1E262TAB1_F	GCF_000862125.1_ViralProj15306_genomic	1706	1732
d1E262TAB1_F	GCF_000865065.1_ViralProj15599_genomic	1710	1736
d1E262TAB1_F	GCF_000866625.1_ViralProj15598_genomic	1700	1726
d1E262TAB1_F	GCF_000871845.1_ViralProj20183_genomic	9151	9177
d1E262TAA2_R	GCF_000862125.1_ViralProj15306_genomic	1706	1732
d1E262TAA2_R	GCF_000865065.1_ViralProj15599_genomic	1710	1736
d1E262TAA2_R	GCF_000866625.1_ViralProj15598_genomic	1700	1726
d1E262TAA2_R	GCF_000871845.1_ViralProj20183_genomic	9151	9177
d1E265TAB1_F	GCF_000862125.1_ViralProj15306_genomic	1715	1741
d1E265TAB1_F	GCF_000865065.1_ViralProj15599_genomic	1719	1745
d1E265TAB1_F	GCF_000866625.1_ViralProj15598_genomic	1709	1735
d1E265TAB1_F	GCF_000871845.1_ViralProj20183_genomic	1717	1743
d1E265TAA2_R	GCF_000862125.1_ViralProj15306_genomic	1715	1741
d1E265TAA2_R	GCF_000865065.1_ViralProj15599_genomic	1719	1745
d1E265TAA2_R	GCF_000866625.1_ViralProj15598_genomic	1709	1735
d1E265TAA2_R	GCF_000871845.1_ViralProj20183_genomic	1717	1743
Primer_d_R	GCF_000862125.1_ViralProj15306_genomic	2282	2317
Primer_e_R	GCF_000862125.1_ViralProj15306_genomic	2399	2434
1318-1336_F	GCF_000862125.1_ViralProj15306_genomic	1345	1363
1318-1336_F	GCF_000865065.1_ViralProj15599_genomic	4475	4493
1318-1336_F	GCF_000866625.1_ViralProj15598_genomic	6074	6092
1318-1336_F	GCF_000871845.1_ViralProj20183_genomic	7002	7020
1437-1458_F	GCF_000862125.1_ViralProj15306_genomic	9229	9250
1437-1458_F	GCF_000865065.1_ViralProj15599_genomic	5009	5030
1437-1458_F	GCF_000866625.1_ViralProj15598_genomic	3242	3263
1437-1458_F	GCF_000871845.1_ViralProj20183_genomic	1437	1458
1453-1471_R	GCF_000862125.1_ViralProj15306_genomic	9319	9337
1453-1471_R	GCF_000865065.1_ViralProj15599_genomic	1289	1307
1453-1471_R	GCF_000866625.1_ViralProj15598_genomic	1453	1471
1453-1471_R	GCF_000871845.1_ViralProj20183_genomic	10685	10703
1545-1563_R	GCF_000862125.1_ViralProj15306_genomic	1541	1559
1545-1563_R	GCF_000865065.1_ViralProj15599_genomic	1545	1563
1545-1563_R	GCF_000866625.1_ViralProj15598_genomic	9140	9158
1545-1563_R	GCF_000871845.1_ViralProj20183_genomic	1543	1561
nDEN1_(−)_R	GCF_000862125.1_ViralProj15306_genomic	9310	9329
nDEN1_(−)_R	GCF_000865065.1_ViralProj15599_genomic	2151	2170
nDEN1_(−)_R	GCF_000866625.1_ViralProj15598_genomic	4768	4787
nDEN1_(−)_R	GCF_000871845.1_ViralProj20183_genomic	2494	2513
nDEN2_(−)_R	GCF_000871845.1_ViralProj20183_genomic	8488	8516
nDEN3_(−)_R	GCF_000866625.1_ViralProj15598_genomic	8822	8851
5'_end_F	GCF_000862125.1_ViralProj15306_genomic	8306	8323
5'_end_F	GCF_000865065.1_ViralProj15599_genomic	6650	6667
5'_end_F	GCF_000866625.1_ViralProj15598_genomic	10153	10170
5'_end_F	GCF_000871845.1_ViralProj20183_genomic	5497	5514
3'_end_R	GCF_000862125.1_ViralProj15306_genomic	10706	10735
3'_end_R	GCF_000865065.1_ViralProj15599_genomic	10620	10649
3'_end_R	GCF_000866625.1_ViralProj15598_genomic	10678	10707
3'_end_R	GCF_000871845.1_ViralProj20183_genomic	10694	10723
PatfrdohsCc_1_F	GCF_000862125.1_ViralProj15306_genomic	6664	6691
PatfrdohsCc_2_R	GCF_000862125.1_ViralProj15306_genomic	6857	6884
PatfrdohsCc_3_F	GCF_000866625.1_ViralProj15598_genomic	7403	7430
PatfrdohsCc_3_F	GCF_000871845.1_ViralProj20183_genomic	7408	7435
PatfrdohsCc_4_R	GCF_000865065.1_ViralProj15599_genomic	7526	7553
PatfrdohsCc_4_R	GCF_000871845.1_ViralProj20183_genomic	7533	7560
PatfrdohsCc_5_F	GCF_000866625.1_ViralProj15598_genomic	4304	4333
PatfrdohsCc_6_R	GCF_000866625.1_ViralProj15598_genomic	4479	4508
PatfrdohsCc_7_F	GCF_000865065.1_ViralProj15599_genomic	3713	3740
PatfrdohsCc_7_F	GCF_000871845.1_ViralProj20183_genomic	1740	1767
PatfrdohsCc_8_R	GCF_000865065.1_ViralProj15599_genomic	3894	3921
CDC10564_R	GCF_000862125.1_ViralProj15306_genomic	10590	10613
CDC10564_R	GCF_000865065.1_ViralProj15599_genomic	10506	10529
CDC10564_R	GCF_000866625.1_ViralProj15598_genomic	10564	10587
CDC10564_R	GCF_000871845.1_ViralProj20183_genomic	10579	10602
DV_1-P1_N	GCF_000862125.1_ViralProj15306_genomic	3799	3815
DV_1-P1_N	GCF_000865065.1_ViralProj15599_genomic	6886	6902
DV_1-P1_N	GCF_000866625.1_ViralProj15598_genomic	2776	2792
DV_1-P1_N	GCF_000871845.1_ViralProj20183_genomic	6430	6446
DV_1-P2_N	GCF_000862125.1_ViralProj15306_genomic	4078	4093
DV_1-P2_N	GCF_000865065.1_ViralProj15599_genomic	6644	6659
DV_1-P2_N	GCF_000866625.1_ViralProj15598_genomic	2725	2740
DV_1-P2_N	GCF_000871845.1_ViralProj20183_genomic	3968	3983
DV_2-P1_N	GCF_000862125.1_ViralProj15306_genomic	5961	5978
DV_2-P1_N	GCF_000865065.1_ViralProj15599_genomic	8005	8022
DV_2-P1_N	GCF_000866625.1_ViralProj15598_genomic	5475	5492
DV_2-P1_N	GCF_000871845.1_ViralProj20183_genomic	3775	3792
DV_2-P2_N	GCF_000862125.1_ViralProj15306_genomic	9095	9110
DV_2-P2_N	GCF_000865065.1_ViralProj15599_genomic	6881	6896
DV_2-P2_N	GCF_000866625.1_ViralProj15598_genomic	387	402
DV_2-P2_N	GCF_000871845.1_ViralProj20183_genomic	3996	4011
DV_3-P1_N	GCF_000862125.1_ViralProj15306_genomic	2228	2244
DV_3-P1_N	GCF_000865065.1_ViralProj15599_genomic	8447	8463
DV_3-P1_N	GCF_000866625.1_ViralProj15598_genomic	5730	5746
DV_3-P1_N	GCF_000871845.1_ViralProj20183_genomic	7744	7760
DV_3-P2_N	GCF_000862125.1_ViralProj15306_genomic	203	217
DV_3-P2_N	GCF_000865065.1_ViralProj15599_genomic	2794	2808
DV_3-P2_N	GCF_000866625.1_ViralProj15598_genomic	3849	3863
DV_3-P2_N	GCF_000871845.1_ViralProj20183_genomic	8747	8761
DV_4-P1_N	GCF_000862125.1_ViralProj15306_genomic	8771	8787
DV_4-P1_N	GCF_000865065.1_ViralProj15599_genomic	3756	3772
DV_4-P1_N	GCF_000866625.1_ViralProj15598_genomic	3749	3765
DV_4-P1_N	GCF_000871845.1_ViralProj20183_genomic	9189	9205
DV_4-P2_N	GCF_000862125.1_ViralProj15306_genomic	5038	5053
DV_4-P2_N	GCF_000865065.1_ViralProj15599_genomic	4087	4102
DV_4-P2_N	GCF_000866625.1_ViralProj15598_genomic	8740	8755
DV_4-P2_N	GCF_000871845.1_ViralProj20183_genomic	6377	6392
DENV2C_F	GCF_000862125.1_ViralProj15306_genomic	4749	4770
DENV2C_F	GCF_000865065.1_ViralProj15599_genomic	505	526
DENV2C_F	GCF_000866625.1_ViralProj15598_genomic	1425	1446
DENV2C_F	GCF_000871845.1_ViralProj20183_genomic	1127	1148
DENV2C_R	GCF_000862125.1_ViralProj15306_genomic	6129	6151
DENV2C_R	GCF_000865065.1_ViralProj15599_genomic	2791	2813
DENV2C_R	GCF_000866625.1_ViralProj15598_genomic	7695	7717
DENV2C_R	GCF_000871845.1_ViralProj20183_genomic	377	399
Primer_D_R	GCF_000871845.1_ViralProj20183_genomic	208	234
Primer_E_F	GCF_000862125.1_ViralProj15306_genomic	4877	4900
Primer_E_F	GCF_000865065.1_ViralProj15599_genomic	8678	8701
Primer_E_F	GCF_000866625.1_ViralProj15598_genomic	227	250
Primer_E_F	GCF_000871845.1_ViralProj20183_genomic	8446	8469
Primer_G_F	GCF_000871845.1_ViralProj20183_genomic	129	161
Primer_H_R	GCF_000862125.1_ViralProj15306_genomic	9093	9108
Primer_H_R	GCF_000865065.1_ViralProj15599_genomic	4808	4823
Primer_H_R	GCF_000866625.1_ViralProj15598_genomic	1325	1340
Primer_H_R	GCF_000871845.1_ViralProj20183_genomic	7187	7202
Primer_J_F	GCF_000865065.1_ViralProj15599_genomic	10541	10574
Primer_J_F	GCF_000871845.1_ViralProj20183_genomic	10615	10648
RSS1_F	GCF_000862125.1_ViralProj15306_genomic	1693	1713
RSS1_F	GCF_000865065.1_ViralProj15599_genomic	8864	8884
RSS1_F	GCF_000866625.1_ViralProj15598_genomic	5225	5245
RSS1_F	GCF_000871845.1_ViralProj20183_genomic	1695	1715
RSS2_R	GCF_000862125.1_ViralProj15306_genomic	9544	9562
RSS2_R	GCF_000865065.1_ViralProj15599_genomic	7063	7081
RSS2_R	GCF_000866625.1_ViralProj15598_genomic	9145	9163
RSS2_R	GCF_000871845.1_ViralProj20183_genomic	2259	2277
RSS3_F	GCF_000862125.1_ViralProj15306_genomic	1522	1540
RSS3_F	GCF_000865065.1_ViralProj15599_genomic	5201	5219
RSS3_F	GCF_000866625.1_ViralProj15598_genomic	6454	6472
RSS3_F	GCF_000871845.1_ViralProj20183_genomic	1524	1542
RSS4_R	GCF_000862125.1_ViralProj15306_genomic	3917	3935
RSS4_R	GCF_000865065.1_ViralProj15599_genomic	5716	5734
RSS4_R	GCF_000866625.1_ViralProj15598_genomic	3117	3135
RSS4_R	GCF_000871845.1_ViralProj20183_genomic	2353	2371
RSS5_F	GCF_000862125.1_ViralProj15306_genomic	1419	1437
RSS5_F	GCF_000865065.1_ViralProj15599_genomic	6744	6762
RSS5_F	GCF_000866625.1_ViralProj15598_genomic	1131	1149
RSS5_F	GCF_000871845.1_ViralProj20183_genomic	1133	1151
RSS6_F	GCF_000862125.1_ViralProj15306_genomic	3116	3133
RSS6_F	GCF_000865065.1_ViralProj15599_genomic	8964	8981
RSS6_F	GCF_000866625.1_ViralProj15598_genomic	1259	1276
RSS6_F	GCF_000871845.1_ViralProj20183_genomic	7439	7456
RSS7_R	GCF_000862125.1_ViralProj15306_genomic	1773	1791
RSS7_R	GCF_000865065.1_ViralProj15599_genomic	1779	1797
RSS7_R	GCF_000866625.1_ViralProj15598_genomic	1767	1785
RSS7_R	GCF_000871845.1_ViralProj20183_genomic	5199	5217
RSS8_R	GCF_000862125.1_ViralProj15306_genomic	6366	6384
RSS8_R	GCF_000865065.1_ViralProj15599_genomic	8501	8519
RSS8_R	GCF_000866625.1_ViralProj15598_genomic	2005	2023
RSS8_R	GCF_000871845.1_ViralProj20183_genomic	8881	8899
FaaCoUFiSPPAPR_1_F	GCF_000862125.1_ViralProj15306_genomic	8973	8992
FaaCoUFiSPPAPR_1_F	GCF_000865065.1_ViralProj15599_genomic	8965	8984
FaaCoUFiSPPAPR_1_F	GCF_000866625.1_ViralProj15598_genomic	8964	8983
FaaCoUFiSPPAPR_1_F	GCF_000871845.1_ViralProj20183_genomic	8972	8991
FaaCoUFiSPPAPR_2_R	GCF_000862125.1_ViralProj15306_genomic	9061	9084
FaaCoUFiSPPAPR_2_R	GCF_000865065.1_ViralProj15599_genomic	9053	9076
FaaCoUFiSPPAPR_2_R	GCF_000871845.1_ViralProj20183_genomic	9060	9083
FaaCoUFiSPPAPR_3_F	GCF_000862125.1_ViralProj15306_genomic	5559	5580
FaaCoUFiSPPAPR_3_F	GCF_000865065.1_ViralProj15599_genomic	471	492
FaaCoUFiSPPAPR_3_F	GCF_000866625.1_ViralProj15598_genomic	7257	7278
FaaCoUFiSPPAPR_3_F	GCF_000871845.1_ViralProj20183_genomic	1463	1484
FaaCoUFiSPPAPR_4_R	GCF_000862125.1_ViralProj15306_genomic	1517	1538
FaaCoUFiSPPAPR_4_R	GCF_000865065.1_ViralProj15599_genomic	1521	1542
FaaCoUFiSPPAPR_4_R	GCF_000866625.1_ViralProj15598_genomic	6449	6470
FaaCoUFiSPPAPR_4_R	GCF_000871845.1_ViralProj20183_genomic	1519	1540
FaaCoUFiSPPAPR_7_F	GCF_000862125.1_ViralProj15306_genomic	405	425
FaaCoUFiSPPAPR_7_F	GCF_000865065.1_ViralProj15599_genomic	904	924
FaaCoUFiSPPAPR_7_F	GCF_000866625.1_ViralProj15598_genomic	900	920
FaaCoUFiSPPAPR_7_F	GCF_000871845.1_ViralProj20183_genomic	7238	7258
DortPfdaqoDV_1_F	GCF_000862125.1_ViralProj15306_genomic	10647	10670
DortPfdaqoDV_1_F	GCF_000865065.1_ViralProj15599_genomic	10561	10584
DortPfdaqoDV_1_F	GCF_000866625.1_ViralProj15598_genomic	10619	10642
DortPfdaqoDV_1_F	GCF_000871845.1_ViralProj20183_genomic	10635	10658
DortPfdaqoDV_2_R	GCF_000862125.1_ViralProj15306_genomic	10694	10714
DortPfdaqoDV_2_R	GCF_000865065.1_ViralProj15599_genomic	10608	10628
DortPfdaqoDV_2_R	GCF_000866625.1_ViralProj15598_genomic	10666	10686
DortPfdaqoDV_2_R	GCF_000871845.1_ViralProj20183_genomic	10682	10702
ALD-1c_F	GCF_000862125.1_ViralProj15306_genomic	8793	8809
ALD-1c_F	GCF_000865065.1_ViralProj15599_genomic	3211	3227
ALD-1c_F	GCF_000866625.1_ViralProj15598_genomic	7097	7113
ALD-1c_F	GCF_000871845.1_ViralProj20183_genomic	7382	7398
ALD-2_R	GCF_000862125.1_ViralProj15306_genomic	9300	9316
ALD-2_R	GCF_000865065.1_ViralProj15599_genomic	9951	9967
ALD-2_R	GCF_000866625.1_ViralProj15598_genomic	4449	4465
ALD-2_R	GCF_000871845.1_ViralProj20183_genomic	7757	7773
1_F	GCF_000862125.1_ViralProj15306_genomic	5456	5477
1_F	GCF_000865065.1_ViralProj15599_genomic	3549	3570
1_F	GCF_000866625.1_ViralProj15598_genomic	8065	8086
1_F	GCF_000871845.1_ViralProj20183_genomic	8864	8885
2_R	GCF_000862125.1_ViralProj15306_genomic	5247	5264
2_R	GCF_000865065.1_ViralProj15599_genomic	7664	7681
2_R	GCF_000866625.1_ViralProj15598_genomic	4264	4281
2_R	GCF_000871845.1_ViralProj20183_genomic	6460	6477
3_F	GCF_000862125.1_ViralProj15306_genomic	7314	7331
3_F	GCF_000865065.1_ViralProj15599_genomic	7064	7081
3_F	GCF_000866625.1_ViralProj15598_genomic	2421	2438
3_F	GCF_000871845.1_ViralProj20183_genomic	8740	8757
4_R	GCF_000862125.1_ViralProj15306_genomic	7490	7509
4_R	GCF_000865065.1_ViralProj15599_genomic	926	945
4_R	GCF_000866625.1_ViralProj15598_genomic	2138	2157
4_R	GCF_000871845.1_ViralProj20183_genomic	2325	2344
5_F	GCF_000862125.1_ViralProj15306_genomic	725	744
5_F	GCF_000865065.1_ViralProj15599_genomic	6078	6097
5_F	GCF_000866625.1_ViralProj15598_genomic	9586	9605
5_F	GCF_000871845.1_ViralProj20183_genomic	8729	8748
6_R	GCF_000862125.1_ViralProj15306_genomic	1421	1438
6_R	GCF_000865065.1_ViralProj15599_genomic	7999	8016
6_R	GCF_000866625.1_ViralProj15598_genomic	1043	1060
6_R	GCF_000871845.1_ViralProj20183_genomic	2205	2222
7_F	GCF_000862125.1_ViralProj15306_genomic	5602	5623
7_F	GCF_000865065.1_ViralProj15599_genomic	847	868
7_F	GCF_000866625.1_ViralProj15598_genomic	336	357
7_F	GCF_000871845.1_ViralProj20183_genomic	804	825
8_R	GCF_000862125.1_ViralProj15306_genomic	5444	5461
8_R	GCF_000865065.1_ViralProj15599_genomic	2685	2702
8_R	GCF_000866625.1_ViralProj15598_genomic	776	793
8_R	GCF_000871845.1_ViralProj20183_genomic	5443	5460
9_F	GCF_000862125.1_ViralProj15306_genomic	965	982
9_F	GCF_000865065.1_ViralProj15599_genomic	6485	6502
9_F	GCF_000866625.1_ViralProj15598_genomic	965	982
9_F	GCF_000871845.1_ViralProj20183_genomic	1813	1830
10_R	GCF_000862125.1_ViralProj15306_genomic	8267	8288
10_R	GCF_000865065.1_ViralProj15599_genomic	1775	1796
10_R	GCF_000866625.1_ViralProj15598_genomic	8258	8279
10_R	GCF_000871845.1_ViralProj20183_genomic	10164	10185
DEN1_forward_F	GCF_000862125.1_ViralProj15306_genomic	3978	3998
DEN1_forward_F	GCF_000865065.1_ViralProj15599_genomic	3805	3825
DEN1_forward_F	GCF_000866625.1_ViralProj15598_genomic	4489	4509
DEN1_forward_F	GCF_000871845.1_ViralProj20183_genomic	3208	3228
DEN1_reverse_R	GCF_000862125.1_ViralProj15306_genomic	6401	6423
DEN1_reverse_R	GCF_000865065.1_ViralProj15599_genomic	4824	4846
DEN1_reverse_R	GCF_000866625.1_ViralProj15598_genomic	4636	4658
DEN1_reverse_R	GCF_000871845.1_ViralProj20183_genomic	4644	4666
DEN3_forward_F	GCF_000862125.1_ViralProj15306_genomic	923	943
DEN3_forward_F	GCF_000865065.1_ViralProj15599_genomic	6065	6085
DEN3_forward_F	GCF_000866625.1_ViralProj15598_genomic	3722	3742
DEN3_forward_F	GCF_000871845.1_ViralProj20183_genomic	5007	5027
DEN3_reverse_R	GCF_000862125.1_ViralProj15306_genomic	6959	6979
DEN3_reverse_R	GCF_000865065.1_ViralProj15599_genomic	2314	2334
DEN3_reverse_R	GCF_000866625.1_ViralProj15598_genomic	6950	6970
DEN3_reverse_R	GCF_000871845.1_ViralProj20183_genomic	6955	6975
DEN4_forward_F	GCF_000862125.1_ViralProj15306_genomic	7035	7055
DEN4_forward_F	GCF_000865065.1_ViralProj15599_genomic	3976	3996
DEN4_forward_F	GCF_000866625.1_ViralProj15598_genomic	5243	5263
DEN4_forward_F	GCF_000871845.1_ViralProj20183_genomic	3920	3940
DEN4_reverse_R	GCF_000862125.1_ViralProj15306_genomic	472	493
DEN4_reverse_R	GCF_000865065.1_ViralProj15599_genomic	6404	6425
DEN4_reverse_R	GCF_000866625.1_ViralProj15598_genomic	659	680
DEN4_reverse_R	GCF_000871845.1_ViralProj20183_genomic	3890	3911
E_gene_antisense_primer_R	GCF_000871845.1_ViralProj20183_genomic	2455	2487
E_gene_sense_primer_F	GCF_000862125.1_ViralProj15306_genomic	755	780
E_gene_sense_primer_F	GCF_000865065.1_ViralProj15599_genomic	759	784
E_gene_sense_primer_F	GCF_000866625.1_ViralProj15598_genomic	755	780
E_gene_sense_primer_F	GCF_000871845.1_ViralProj20183_genomic	757	782
a_F	GCF_000862125.1_ViralProj15306_genomic	1015	1029
a_F	GCF_000865065.1_ViralProj15599_genomic	8856	8870
a_F	GCF_000866625.1_ViralProj15598_genomic	2394	2408
a_F	GCF_000871845.1_ViralProj20183_genomic	1017	1031
b1_R	GCF_000862125.1_ViralProj15306_genomic	10156	10178
b1_R	GCF_000865065.1_ViralProj15599_genomic	1831	1853
b1_R	GCF_000866625.1_ViralProj15598_genomic	4455	4477
b1_R	GCF_000871845.1_ViralProj20183_genomic	1829	1851
b2_R	GCF_000862125.1_ViralProj15306_genomic	7448	7467
b2_R	GCF_000865065.1_ViralProj15599_genomic	3017	3036
b2_R	GCF_000866625.1_ViralProj15598_genomic	674	693
b2_R	GCF_000871845.1_ViralProj20183_genomic	1924	1943
c1_F	GCF_000862125.1_ViralProj15306_genomic	3315	3337
c1_F	GCF_000865065.1_ViralProj15599_genomic	1831	1853
c1_F	GCF_000866625.1_ViralProj15598_genomic	1930	1952
c1_F	GCF_000871845.1_ViralProj20183_genomic	1829	1851
c2_F	GCF_000862125.1_ViralProj15306_genomic	7448	7467
c2_F	GCF_000865065.1_ViralProj15599_genomic	3017	3036
c2_F	GCF_000866625.1_ViralProj15598_genomic	674	693
c2_F	GCF_000871845.1_ViralProj20183_genomic	1924	1943
SCR_F	GCF_000862125.1_ViralProj15306_genomic	132	158
SCR_F	GCF_000865065.1_ViralProj15599_genomic	136	162
SCR_F	GCF_000866625.1_ViralProj15598_genomic	132	158
SCR_F	GCF_000871845.1_ViralProj20183_genomic	134	160
SCR_R	GCF_000862125.1_ViralProj15306_genomic	615	642
SCR_R	GCF_000865065.1_ViralProj15599_genomic	619	646
SCR_R	GCF_000866625.1_ViralProj15598_genomic	615	642
SCR_R	GCF_000871845.1_ViralProj20183_genomic	617	644
TS4_R	GCF_000862125.1_ViralProj15306_genomic	502	522
TS4_R	GCF_000865065.1_ViralProj15599_genomic	506	526
TS4_R	GCF_000866625.1_ViralProj15598_genomic	2608	2628
TS4_R	GCF_000871845.1_ViralProj20183_genomic	504	524
Dciam3n(eodviiioDis_4_R	GCF_000862125.1_ViralProj15306_genomic	78	100
Dciam3n(eodviiioDis_4_R	GCF_000865065.1_ViralProj15599_genomic	695	717
Dciam3n(eodviiioDis_4_R	GCF_000866625.1_ViralProj15598_genomic	78	100
Dciam3n(eodviiioDis_4_R	GCF_000871845.1_ViralProj20183_genomic	1141	1163
Dciam3n(eodviiioDis_9_F	GCF_000862125.1_ViralProj15306_genomic	3188	3208
Dciam3n(eodviiioDis_9_F	GCF_000865065.1_ViralProj15599_genomic	904	924
Dciam3n(eodviiioDis_9_F	GCF_000866625.1_ViralProj15598_genomic	900	920
Dciam3n(eodviiioDis_9_F	GCF_000871845.1_ViralProj20183_genomic	214	234
Den_E-A_F	GCF_000862125.1_ViralProj15306_genomic	2027	2056
Den_E-A_F	GCF_000866625.1_ViralProj15598_genomic	2021	2050
Den_E-A_F	GCF_000871845.1_ViralProj20183_genomic	2029	2058
Den_E-5b_F	GCF_000862125.1_ViralProj15306_genomic	2021	2041
Den_E-5b_F	GCF_000865065.1_ViralProj15599_genomic	1107	1127
Den_E-5b_F	GCF_000866625.1_ViralProj15598_genomic	8480	8500
Den_E-5b_F	GCF_000871845.1_ViralProj20183_genomic	2023	2043
D1_F	GCF_000862125.1_ViralProj15306_genomic	132	159
D1_F	GCF_000865065.1_ViralProj15599_genomic	136	163
D1_F	GCF_000866625.1_ViralProj15598_genomic	132	159
D1_F	GCF_000871845.1_ViralProj20183_genomic	134	161
FLAVI-1_F	GCF_000862125.1_ViralProj15306_genomic	9157	9189
FLAVI-1_F	GCF_000865065.1_ViralProj15599_genomic	9149	9181
FLAVI-1_F	GCF_000866625.1_ViralProj15598_genomic	9148	9180
FLAVI-1_F	GCF_000871845.1_ViralProj20183_genomic	9156	9188
FLAVI-2_R	GCF_000862125.1_ViralProj15306_genomic	9977	10010
FLAVI-2_R	GCF_000865065.1_ViralProj15599_genomic	9972	10005
FLAVI-2_R	GCF_000866625.1_ViralProj15598_genomic	9971	10004
FLAVI-2_R	GCF_000871845.1_ViralProj20183_genomic	9976	10009
D(−)_R	GCF_000871845.1_ViralProj20183_genomic	1359	1390
1(+)_F	GCF_000871845.1_ViralProj20183_genomic	196	226
1(−)_R	GCF_000871845.1_ViralProj20183_genomic	210	239
2(+)_F	GCF_000871845.1_ViralProj20183_genomic	196	226
2(−)_R	GCF_000871845.1_ViralProj20183_genomic	219	248
3(+)_F	GCF_000871845.1_ViralProj20183_genomic	196	226
3(−)_R	GCF_000871845.1_ViralProj20183_genomic	234	264
4(+)_F	GCF_000871845.1_ViralProj20183_genomic	200	229
4(−)_R	GCF_000871845.1_ViralProj20183_genomic	213	242
5(+)_F	GCF_000871845.1_ViralProj20183_genomic	200	229
5(−)_R	GCF_000871845.1_ViralProj20183_genomic	240	269
6(+)_F	GCF_000871845.1_ViralProj20183_genomic	200	232
6(−)_R	GCF_000871845.1_ViralProj20183_genomic	264	296
FG1_F	GCF_000862125.1_ViralProj15306_genomic	8201	8228
FG1_F	GCF_000865065.1_ViralProj15599_genomic	8193	8220
FG1_F	GCF_000866625.1_ViralProj15598_genomic	8192	8219
FG1_F	GCF_000871845.1_ViralProj20183_genomic	8200	8227
FG2_R	GCF_000862125.1_ViralProj15306_genomic	9159	9189
FG2_R	GCF_000865065.1_ViralProj15599_genomic	9151	9181
FG2_R	GCF_000866625.1_ViralProj15598_genomic	9150	9180
FG2_R	GCF_000871845.1_ViralProj20183_genomic	9158	9188
DENV_F	GCF_000862125.1_ViralProj15306_genomic	10632	10653
DENV_F	GCF_000865065.1_ViralProj15599_genomic	10546	10567
DENV_F	GCF_000866625.1_ViralProj15598_genomic	10604	10625
DENV_F	GCF_000871845.1_ViralProj20183_genomic	10620	10641
NS4B(1-232)_R	GCF_000871845.1_ViralProj20183_genomic	7432	7462
NS4B(1-155)_R	GCF_000871845.1_ViralProj20183_genomic	7201	7231
NS4B(1-125)_R	GCF_000871845.1_ViralProj20183_genomic	7108	7137
NS4B(1-77)_R	GCF_000865065.1_ViralProj15599_genomic	1882	1908
NS4B(1-77)_R	GCF_000866625.1_ViralProj15598_genomic	6962	6988
NS4B(1-77)_R	GCF_000871845.1_ViralProj20183_genomic	6967	6993
NS4B(1-47)_R	GCF_000871845.1_ViralProj20183_genomic	6875	6903
Δ2KNS4B_R	GCF_000866625.1_ViralProj15598_genomic	2901	2927
