Forward_Primer	Reverse_Primer	Combination_Name	Reference	Amplicon_Length	Round_Type
Env_F	RSS23_R	Env_F_RSS23_R	GCF_000871845.1_ViralProj20183_genomic	369	first
Env_F	DENV-2_R	Env_F_DENV-2_R	GCF_000871845.1_ViralProj20183_genomic	241	first
Env_F	DENV-2_R	Env_F_DENV-2_R	GCF_000871845.1_ViralProj20183_genomic	286	first
Env_F	DEN-2_R	Env_F_DEN-2_R	GCF_000871845.1_ViralProj20183_genomic	298	first
Env_F	1545-1563_R	Env_F_1545-1563_R	GCF_000871845.1_ViralProj20183_genomic	310	first
Env_F	FaaCoUFiSPPAPR_4_R	Env_F_FaaCoUFiSPPAPR_4_R	GCF_000871845.1_ViralProj20183_genomic	286	first
Env_F	Env_R	Env_F_Env_R	GCF_000871845.1_ViralProj20183_genomic	490	first
Env_F	DEN-2_C_R	Env_F_DEN-2_C_R	GCF_000871845.1_ViralProj20183_genomic	286	first
Env_F	1537-1557_R	Env_F_1537-1557_R	GCF_000871845.1_ViralProj20183_genomic	333	first
NS2A_F	DENV1_11_RIGHT_R	NS2A_F_DENV1_11_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	344	first
NS2A_F	DENV2_17_RIGHT_R	NS2A_F_DENV2_17_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	370	first
NS2A_F	DENV3_11_RIGHT_R	NS2A_F_DENV3_11_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	310	first
NS2A_F	D3_R	NS2A_F_D3_R	GCF_000862125.1_ViralProj15306_genomic	408	first
NS2A_F	DENV3_12_R	NS2A_F_DENV3_12_R	GCF_000862125.1_ViralProj15306_genomic	439	first
NS2A_F	DEN1_CC_2_R	NS2A_F_DEN1_CC_2_R	GCF_000862125.1_ViralProj15306_genomic	432	first
NS2A_F	DEN2_CC_5_R	NS2A_F_DEN2_CC_5_R	GCF_000862125.1_ViralProj15306_genomic	188	first
NS2A_F	DENV1_23_RIGHT_R	NS2A_F_DENV1_23_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	319	first
NS2A_F	DENV1_32_RIGHT_R	NS2A_F_DENV1_32_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	413	first
NS2A_F	DENV2_24_RIGHT_R	NS2A_F_DENV2_24_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	209	first
NS2A_F	DENV2_25_RIGHT_R	NS2A_F_DENV2_25_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	498	first
NS2A_F	DENV3_22_RIGHT_R	NS2A_F_DENV3_22_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	283	first
NS2A_F	DENV4_22_RIGHT_R	NS2A_F_DENV4_22_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	360	first
NS2A_F	DENV3_20_R	NS2A_F_DENV3_20_R	GCF_000865065.1_ViralProj15599_genomic	155	first
NS2A_F	Fragment_A_R	NS2A_F_Fragment_A_R	GCF_000865065.1_ViralProj15599_genomic	158	first
NS2A_F	DENV1-LAB-10R-CC_R	NS2A_F_DENV1-LAB-10R-CC_R	GCF_000865065.1_ViralProj15599_genomic	393	first
NS2A_F	D2-C_R	NS2A_F_D2-C_R	GCF_000865065.1_ViralProj15599_genomic	487	first
NS2A_F	DEN2-2420_R	NS2A_F_DEN2-2420_R	GCF_000865065.1_ViralProj15599_genomic	346	first
NS2A_F	TS3_R	NS2A_F_TS3_R	GCF_000865065.1_ViralProj15599_genomic	184	first
NS2A_F	DENV3_25_RIGHT_R	NS2A_F_DENV3_25_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	422	first
NS2A_F	DENV4_11_RIGHT_R	NS2A_F_DENV4_11_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	365	first
NS2A_F	DENV4_24_RIGHT_R	NS2A_F_DENV4_24_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	164	first
NS2A_F	D1_R	NS2A_F_D1_R	GCF_000866625.1_ViralProj15598_genomic	346	first
NS2A_F	DENV2_24_R	NS2A_F_DENV2_24_R	GCF_000866625.1_ViralProj15598_genomic	197	first
NS2A_F	DENV3_24_R	NS2A_F_DENV3_24_R	GCF_000866625.1_ViralProj15598_genomic	451	first
NS2A_F	Den1_R7740_R	NS2A_F_Den1_R7740_R	GCF_000866625.1_ViralProj15598_genomic	387	first
NS2A_F	rbcLa_R	NS2A_F_rbcLa_R	GCF_000866625.1_ViralProj15598_genomic	194	first
NS2A_F	DENV2C_R	NS2A_F_DENV2C_R	GCF_000866625.1_ViralProj15598_genomic	375	first
NS2A_F	Actin_R	NS2A_F_Actin_R	GCF_000866625.1_ViralProj15598_genomic	230	first
NS2A_F	5_R	NS2A_F_5_R	GCF_000866625.1_ViralProj15598_genomic	406	first
NS2A_F	rTS4_R	NS2A_F_rTS4_R	GCF_000866625.1_ViralProj15598_genomic	246	first
NS2A_F	DENV1_14_RIGHT_R	NS2A_F_DENV1_14_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	385	first
NS2A_F	DENV1_29_RIGHT_R	NS2A_F_DENV1_29_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	275	first
NS2A_F	DENV2_14_RIGHT_R	NS2A_F_DENV2_14_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	444	first
NS2A_F	DENV4_11_RIGHT_R	NS2A_F_DENV4_11_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	174	first
NS2A_F	DENV4_RN_R1_R	NS2A_F_DENV4_RN_R1_R	GCF_000871845.1_ViralProj20183_genomic	321	first
NS2A_F	DENV-3_R	NS2A_F_DENV-3_R	GCF_000871845.1_ViralProj20183_genomic	249	first
NS2A_F	DEN4_reverse_R	NS2A_F_DEN4_reverse_R	GCF_000871845.1_ViralProj20183_genomic	258	first
NS2A_F	NS2A_R	NS2A_F_NS2A_R	GCF_000871845.1_ViralProj20183_genomic	181	first
NS2A_F	NS2A-minus_R	NS2A_F_NS2A-minus_R	GCF_000871845.1_ViralProj20183_genomic	306	first
NS2A_F	CYD1_R	NS2A_F_CYD1_R	GCF_000871845.1_ViralProj20183_genomic	229	first
DNS2_F	DENV1_12_RIGHT_R	DNS2_F_DENV1_12_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	341	first
DNS2_F	D3_R	DNS2_F_D3_R	GCF_000862125.1_ViralProj15306_genomic	165	first
DNS2_F	DENV1_14_R	DNS2_F_DENV1_14_R	GCF_000862125.1_ViralProj15306_genomic	276	first
DNS2_F	DENV3_12_R	DNS2_F_DENV3_12_R	GCF_000862125.1_ViralProj15306_genomic	196	first
DNS2_F	DEN1_CC_2_R	DNS2_F_DEN1_CC_2_R	GCF_000862125.1_ViralProj15306_genomic	189	first
DNS2_F	Actin_R	DNS2_F_Actin_R	GCF_000862125.1_ViralProj15306_genomic	407	first
DNS2_F	DENV3_3_RIGHT_R	DNS2_F_DENV3_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	320	first
DNS2_F	DENV4_3_RIGHT_R	DNS2_F_DENV4_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	441	first
DNS2_F	D4_R	DNS2_F_D4_R	GCF_000865065.1_ViralProj15599_genomic	293	first
DNS2_F	DENV3_SP4_R	DNS2_F_DENV3_SP4_R	GCF_000865065.1_ViralProj15599_genomic	268	first
DNS2_F	DENV2_4_R	DNS2_F_DENV2_4_R	GCF_000865065.1_ViralProj15599_genomic	314	first
DNS2_F	REV382-400_R	DNS2_F_REV382-400_R	GCF_000865065.1_ViralProj15599_genomic	464	first
DNS2_F	DENV-4_R	DNS2_F_DENV-4_R	GCF_000865065.1_ViralProj15599_genomic	206	first
DNS2_F	4_R	DNS2_F_4_R	GCF_000865065.1_ViralProj15599_genomic	246	first
DNS2_F	DEN-4_C_R	DNS2_F_DEN-4_C_R	GCF_000865065.1_ViralProj15599_genomic	293	first
DNS2_F	D2_R	DNS2_F_D2_R	GCF_000866625.1_ViralProj15598_genomic	379	first
DNS2_F	DENV2_22_RIGHT_R	DNS2_F_DENV2_22_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	190	first
DNS2_F	DENV3_21_RIGHT_R	DNS2_F_DENV3_21_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	415	first
DNS2_F	DENV4_20_RIGHT_R	DNS2_F_DENV4_20_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	253	first
DNS2_F	NS3-2-O_R	DNS2_F_NS3-2-O_R	GCF_000866625.1_ViralProj15598_genomic	413	first
DNS2_F	DEN1_CC_3_R	DNS2_F_DEN1_CC_3_R	GCF_000866625.1_ViralProj15598_genomic	165	first
DNS2_F	matK-1326_R	DNS2_F_matK-1326_R	GCF_000866625.1_ViralProj15598_genomic	348	first
DNS2_F	FaaCoUFiSPPAPR_4_R	DNS2_F_FaaCoUFiSPPAPR_4_R	GCF_000866625.1_ViralProj15598_genomic	379	first
DNS2_F	D2_R	DNS2_F_D2_R	GCF_000871845.1_ViralProj20183_genomic	341	first
DNS2_F	DENV1_1_RIGHT_R	DNS2_F_DENV1_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	185	first
DNS2_F	DENV1_2_RIGHT_R	DNS2_F_DENV1_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	494	first
DNS2_F	DENV1_33_RIGHT_R	DNS2_F_DENV1_33_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	151	first
DNS2_F	DENV2_1_RIGHT_R	DNS2_F_DENV2_1_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	185	first
DNS2_F	DENV2_2_RIGHT_R	DNS2_F_DENV2_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	479	first
DNS2_F	DENV3_2_RIGHT_R	DNS2_F_DENV3_2_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	417	first
DNS2_F	DENV4_10_RIGHT_R	DNS2_F_DENV4_10_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	276	first
DNS2_F	DENV4_28_RIGHT_R	DNS2_F_DENV4_28_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	344	first
DNS2_F	D1_R	DNS2_F_D1_R	GCF_000871845.1_ViralProj20183_genomic	446	first
DNS2_F	D4_R	DNS2_F_D4_R	GCF_000871845.1_ViralProj20183_genomic	449	first
DNS2_F	DencomR2_R	DNS2_F_DencomR2_R	GCF_000871845.1_ViralProj20183_genomic	492	first
DNS2_F	DEN1_CC_B_R	DNS2_F_DEN1_CC_B_R	GCF_000871845.1_ViralProj20183_genomic	197	first
DNS2_F	DENV-4_R	DNS2_F_DENV-4_R	GCF_000871845.1_ViralProj20183_genomic	217	first
DNS2_F	SCR_R	DNS2_F_SCR_R	GCF_000871845.1_ViralProj20183_genomic	342	first
DNS2_F	TS4_R	DNS2_F_TS4_R	GCF_000871845.1_ViralProj20183_genomic	229	first
DNS2_F	7_R	DNS2_F_7_R	GCF_000871845.1_ViralProj20183_genomic	412	first
DNS2_F	CYD2_R	DNS2_F_CYD2_R	GCF_000871845.1_ViralProj20183_genomic	154	first
Actin_F	DENV1_34_RIGHT_R	Actin_F_DENV1_34_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	368	first
Actin_F	DENV3_12_RIGHT_R	Actin_F_DENV3_12_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	379	first
Actin_F	DENV3_33_RIGHT_R	Actin_F_DENV3_33_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	361	first
Actin_F	DENV4_11_RIGHT_R	Actin_F_DENV4_11_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	159	first
Actin_F	DENV4_21_RIGHT_R	Actin_F_DENV4_21_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	492	first
Actin_F	DENV4_33_RIGHT_R	Actin_F_DENV4_33_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	260	first
Actin_F	DENV1_SP5_R	Actin_F_DENV1_SP5_R	GCF_000862125.1_ViralProj15306_genomic	294	first
Actin_F	DENV4_SP5_R	Actin_F_DENV4_SP5_R	GCF_000862125.1_ViralProj15306_genomic	277	first
Actin_F	DENV1_36_R	Actin_F_DENV1_36_R	GCF_000862125.1_ViralProj15306_genomic	427	first
Actin_F	DENV3_32_R	Actin_F_DENV3_32_R	GCF_000862125.1_ViralProj15306_genomic	493	first
Actin_F	DodvRipaposdibutTaas_2_R	Actin_F_DodvRipaposdibutTaas_2_R	GCF_000862125.1_ViralProj15306_genomic	253	first
Actin_F	DodvRipaposdibutTaas_4_R	Actin_F_DodvRipaposdibutTaas_4_R	GCF_000862125.1_ViralProj15306_genomic	248	first
Actin_F	DENV1_R	Actin_F_DENV1_R	GCF_000862125.1_ViralProj15306_genomic	175	first
Actin_F	P5_R	Actin_F_P5_R	GCF_000862125.1_ViralProj15306_genomic	358	first
Actin_F	D4C_R	Actin_F_D4C_R	GCF_000862125.1_ViralProj15306_genomic	474	first
Actin_F	DENV-1_R	Actin_F_DENV-1_R	GCF_000862125.1_ViralProj15306_genomic	192	first
Actin_F	DEN-4_R	Actin_F_DEN-4_R	GCF_000862125.1_ViralProj15306_genomic	456	first
Actin_F	b1_R	Actin_F_b1_R	GCF_000862125.1_ViralProj15306_genomic	309	first
Actin_F	Pohggtaitpbopwadhf_2_R	Actin_F_Pohggtaitpbopwadhf_2_R	GCF_000862125.1_ViralProj15306_genomic	253	first
Actin_F	Pohggtaitpbopwadhf_4_R	Actin_F_Pohggtaitpbopwadhf_4_R	GCF_000862125.1_ViralProj15306_genomic	248	first
Actin_F	TS2_R	Actin_F_TS2_R	GCF_000862125.1_ViralProj15306_genomic	291	first
Actin_F	DENV1_10_RIGHT_R	Actin_F_DENV1_10_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	272	first
Actin_F	DENV2_11_RIGHT_R	Actin_F_DENV2_11_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	338	first
Actin_F	DENV2_27_RIGHT_R	Actin_F_DENV2_27_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	216	first
Actin_F	DENV3_10_RIGHT_R	Actin_F_DENV3_10_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	232	first
Actin_F	DENV3_18_RIGHT_R	Actin_F_DENV3_18_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	325	first
Actin_F	DENV4_10_RIGHT_R	Actin_F_DENV4_10_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	329	first
Actin_F	DENV4_10_R	Actin_F_DENV4_10_R	GCF_000865065.1_ViralProj15599_genomic	195	first
Actin_F	REV644-665_R	Actin_F_REV644-665_R	GCF_000865065.1_ViralProj15599_genomic	388	first
Actin_F	DNM2_R	Actin_F_DNM2_R	GCF_000865065.1_ViralProj15599_genomic	293	first
Actin_F	DEN2_CC_2_R	Actin_F_DEN2_CC_2_R	GCF_000865065.1_ViralProj15599_genomic	305	first
Actin_F	matK-KIM1_R	Actin_F_matK-KIM1_R	GCF_000865065.1_ViralProj15599_genomic	430	first
Actin_F	DEN-3_Reverse_R	Actin_F_DEN-3_Reverse_R	GCF_000865065.1_ViralProj15599_genomic	452	first
Actin_F	NS2A-minus_R	Actin_F_NS2A-minus_R	GCF_000865065.1_ViralProj15599_genomic	432	first
Actin_F	DENV1_5_RIGHT_R	Actin_F_DENV1_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	275	first
Actin_F	DENV2_6_RIGHT_R	Actin_F_DENV2_6_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	448	first
Actin_F	DENV3_5_RIGHT_R	Actin_F_DENV3_5_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	201	first
Actin_F	DENV2_6_R	Actin_F_DENV2_6_R	GCF_000866625.1_ViralProj15598_genomic	244	first
Actin_F	Den3-1752_R	Actin_F_Den3-1752_R	GCF_000866625.1_ViralProj15598_genomic	334	first
Actin_F	DENV4_RN_R2_R	Actin_F_DENV4_RN_R2_R	GCF_000866625.1_ViralProj15598_genomic	240	first
Actin_F	DNM2_R	Actin_F_DNM2_R	GCF_000866625.1_ViralProj15598_genomic	208	first
Actin_F	NS3-1-I_R	Actin_F_NS3-1-I_R	GCF_000866625.1_ViralProj15598_genomic	432	first
Actin_F	P2_R	Actin_F_P2_R	GCF_000866625.1_ViralProj15598_genomic	270	first
Actin_F	DEN1_CC_1_R	Actin_F_DEN1_CC_1_R	GCF_000866625.1_ViralProj15598_genomic	233	first
Actin_F	D3R1758_R	Actin_F_D3R1758_R	GCF_000866625.1_ViralProj15598_genomic	321	first
Actin_F	d1E258GAA2_R	Actin_F_d1E258GAA2_R	GCF_000866625.1_ViralProj15598_genomic	270	first
Actin_F	Env_R	Actin_F_Env_R	GCF_000866625.1_ViralProj15598_genomic	297	first
Actin_F	DENV2_24_RIGHT_R	Actin_F_DENV2_24_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	267	first
Actin_F	DENV4_22_RIGHT_R	Actin_F_DENV4_22_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	427	first
Actin_F	DENV3_12_R	Actin_F_DENV3_12_R	GCF_000871845.1_ViralProj20183_genomic	196	first
Actin_F	DENV4_4_R	Actin_F_DENV4_4_R	GCF_000871845.1_ViralProj20183_genomic	213	first
Actin_F	RPL27_R	Actin_F_RPL27_R	GCF_000871845.1_ViralProj20183_genomic	480	first
Actin_F	Fragment_A_R	Actin_F_Fragment_A_R	GCF_000871845.1_ViralProj20183_genomic	216	first
Actin_F	DENV1-LAB-10R-CC_R	Actin_F_DENV1-LAB-10R-CC_R	GCF_000871845.1_ViralProj20183_genomic	460	first
Actin_F	DEN3_reverse_R	Actin_F_DEN3_reverse_R	GCF_000871845.1_ViralProj20183_genomic	486	first
Actin_F	NS4B(1-77)_R	Actin_F_NS4B(1-77)_R	GCF_000871845.1_ViralProj20183_genomic	498	first
DEN1-635_F	DENV1_3_RIGHT_R	DEN1-635_F_DENV1_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	424	first
DEN1-635_F	DENV2_3_RIGHT_R	DEN1-635_F_DENV2_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	376	first
DEN1-635_F	DENV2_8_RIGHT_R	DEN1-635_F_DENV2_8_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	471	first
DEN1-635_F	DENV3_3_RIGHT_R	DEN1-635_F_DENV3_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	347	first
DEN1-635_F	DENV4_2_RIGHT_R	DEN1-635_F_DENV4_2_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	154	first
DEN1-635_F	DENV4_3_RIGHT_R	DEN1-635_F_DENV4_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	468	first
DEN1-635_F	DENV4_27_RIGHT_R	DEN1-635_F_DENV4_27_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	312	first
DEN1-635_F	D4_R	DEN1-635_F_D4_R	GCF_000862125.1_ViralProj15306_genomic	320	first
DEN1-635_F	RSS12_R	DEN1-635_F_RSS12_R	GCF_000862125.1_ViralProj15306_genomic	357	first
DEN1-635_F	D2-C_R	DEN1-635_F_D2-C_R	GCF_000862125.1_ViralProj15306_genomic	272	first
DEN1-635_F	DENV-3_R	DEN1-635_F_DENV-3_R	GCF_000862125.1_ViralProj15306_genomic	197	first
DEN1-635_F	Cebeof_3_R	DEN1-635_F_Cebeof_3_R	GCF_000862125.1_ViralProj15306_genomic	259	first
DEN1-635_F	DEN-4_C_R	DEN1-635_F_DEN-4_C_R	GCF_000862125.1_ViralProj15306_genomic	320	first
DEN1-635_F	DatodvboRhma_2_R	DEN1-635_F_DatodvboRhma_2_R	GCF_000862125.1_ViralProj15306_genomic	463	first
DEN1-635_F	DENV3_3_RIGHT_R	DEN1-635_F_DENV3_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	239	first
DEN1-635_F	DENV4_3_RIGHT_R	DEN1-635_F_DENV4_3_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	360	first
DEN1-635_F	D4_R	DEN1-635_F_D4_R	GCF_000865065.1_ViralProj15599_genomic	212	first
DEN1-635_F	DENV3_SP4_R	DEN1-635_F_DENV3_SP4_R	GCF_000865065.1_ViralProj15599_genomic	187	first
DEN1-635_F	REV382-400_R	DEN1-635_F_REV382-400_R	GCF_000865065.1_ViralProj15599_genomic	383	first
DEN1-635_F	DEN-2_Reverse_R	DEN1-635_F_DEN-2_Reverse_R	GCF_000865065.1_ViralProj15599_genomic	492	first
DEN1-635_F	4_R	DEN1-635_F_4_R	GCF_000865065.1_ViralProj15599_genomic	165	first
DEN1-635_F	DEN-4_C_R	DEN1-635_F_DEN-4_C_R	GCF_000865065.1_ViralProj15599_genomic	212	first
DEN1-635_F	DENV1_11_RIGHT_R	DEN1-635_F_DENV1_11_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	222	first
DEN1-635_F	DENV1_31_RIGHT_R	DEN1-635_F_DENV1_31_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	259	first
DEN1-635_F	DENV2_3_RIGHT_R	DEN1-635_F_DENV2_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	376	first
DEN1-635_F	DENV2_13_RIGHT_R	DEN1-635_F_DENV2_13_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	251	first
DEN1-635_F	DENV3_3_RIGHT_R	DEN1-635_F_DENV3_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	347	first
DEN1-635_F	DENV4_2_RIGHT_R	DEN1-635_F_DENV4_2_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	154	first
DEN1-635_F	DENV4_3_RIGHT_R	DEN1-635_F_DENV4_3_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	468	first
DEN1-635_F	DENV4_26_RIGHT_R	DEN1-635_F_DENV4_26_RIGHT_R	GCF_000866625.1_ViralProj15598_genomic	242	first
DEN1-635_F	DENV1-NS5_R	DEN1-635_F_DENV1-NS5_R	GCF_000866625.1_ViralProj15598_genomic	417	first
DEN1-635_F	REV382-400_R	DEN1-635_F_REV382-400_R	GCF_000866625.1_ViralProj15598_genomic	491	first
DEN1-635_F	RSS24_R	DEN1-635_F_RSS24_R	GCF_000866625.1_ViralProj15598_genomic	219	first
DEN1-635_F	D2-C_R	DEN1-635_F_D2-C_R	GCF_000866625.1_ViralProj15598_genomic	272	first
DEN1-635_F	DENV-3_R	DEN1-635_F_DENV-3_R	GCF_000866625.1_ViralProj15598_genomic	197	first
DEN1-635_F	D2-2691_RV_R	DEN1-635_F_D2-2691_RV_R	GCF_000866625.1_ViralProj15598_genomic	468	first
DEN1-635_F	Primer_4_R	DEN1-635_F_Primer_4_R	GCF_000866625.1_ViralProj15598_genomic	209	first
DEN1-635_F	6_R	DEN1-635_F_6_R	GCF_000866625.1_ViralProj15598_genomic	394	first
DEN1-635_F	NS2A_R	DEN1-635_F_NS2A_R	GCF_000866625.1_ViralProj15598_genomic	429	first
DEN1-635_F	DatodvboRhma_2_R	DEN1-635_F_DatodvboRhma_2_R	GCF_000866625.1_ViralProj15598_genomic	463	first
DEN1-635_F	D2_R	DEN1-635_F_D2_R	GCF_000871845.1_ViralProj20183_genomic	460	first
DEN1-635_F	DENV1_6_RIGHT_R	DEN1-635_F_DENV1_6_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	401	first
DEN1-635_F	DENV1_7_RIGHT_R	DEN1-635_F_DENV1_7_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	423	first
DEN1-635_F	DENV2_6_RIGHT_R	DEN1-635_F_DENV2_6_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	264	first
DEN1-635_F	DENV3_27_RIGHT_R	DEN1-635_F_DENV3_27_RIGHT_R	GCF_000871845.1_ViralProj20183_genomic	259	first
DEN1-635_F	D4_R	DEN1-635_F_D4_R	GCF_000871845.1_ViralProj20183_genomic	345	first
DEN1-635_F	DENV1_8_R	DEN1-635_F_DENV1_8_R	GCF_000871845.1_ViralProj20183_genomic	384	first
DEN1-635_F	DENV1_28_R	DEN1-635_F_DENV1_28_R	GCF_000871845.1_ViralProj20183_genomic	278	first
DEN1-635_F	DENV2_R	DEN1-635_F_DENV2_R	GCF_000871845.1_ViralProj20183_genomic	440	first
DEN1-635_F	D2R2099_R	DEN1-635_F_D2R2099_R	GCF_000871845.1_ViralProj20183_genomic	472	first
DEN1-635_F	b1_R	DEN1-635_F_b1_R	GCF_000871845.1_ViralProj20183_genomic	219	first
DEN1-635_F	b2_R	DEN1-635_F_b2_R	GCF_000871845.1_ViralProj20183_genomic	314	first
DEN2-835_F	DENV1_3_RIGHT_R	DEN2-835_F_DENV1_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	246	first
DEN2-835_F	DENV2_3_RIGHT_R	DEN2-835_F_DENV2_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	198	first
DEN2-835_F	DENV2_8_RIGHT_R	DEN2-835_F_DENV2_8_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	293	first
DEN2-835_F	DENV3_3_RIGHT_R	DEN2-835_F_DENV3_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	169	first
DEN2-835_F	DENV4_3_RIGHT_R	DEN2-835_F_DENV4_3_RIGHT_R	GCF_000862125.1_ViralProj15306_genomic	290	first
DEN2-835_F	RSS12_R	DEN2-835_F_RSS12_R	GCF_000862125.1_ViralProj15306_genomic	179	first
DEN2-835_F	D3R1340_R	DEN2-835_F_D3R1340_R	GCF_000862125.1_ViralProj15306_genomic	494	first
DEN2-835_F	DatodvboRhma_2_R	DEN2-835_F_DatodvboRhma_2_R	GCF_000862125.1_ViralProj15306_genomic	285	first
DEN2-835_F	D2_R	DEN2-835_F_D2_R	GCF_000865065.1_ViralProj15599_genomic	291	first
DEN2-835_F	D2_R	DEN2-835_F_D2_R	GCF_000865065.1_ViralProj15599_genomic	298	first
DEN2-835_F	DENV1_2_RIGHT_R	DEN2-835_F_DENV1_2_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	444	first
DEN2-835_F	DENV2_2_RIGHT_R	DEN2-835_F_DENV2_2_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	429	first
DEN2-835_F	DENV3_2_RIGHT_R	DEN2-835_F_DENV3_2_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	367	first
DEN2-835_F	DENV4_1_RIGHT_R	DEN2-835_F_DENV4_1_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	160	first
DEN2-835_F	DENV4_2_RIGHT_R	DEN2-835_F_DENV4_2_RIGHT_R	GCF_000865065.1_ViralProj15599_genomic	480	first
DEN2-835_F	D3_R	DEN2-835_F_D3_R	GCF_000865065.1_ViralProj15599_genomic	191	first
DEN2-835_F	D4_R	DEN2-835_F_D4_R	GCF_000865065.1_ViralProj15599_genomic	399	first
DEN2-835_F	DencomR2_R	DEN2-835_F_DencomR2_R	GCF_000865065.1_ViralProj15599_genomic	442	first
DEN2-835_F	DENV2_RN_R2_R	DEN2-835_F_DENV2_RN_R2_R	GCF_000865065.1_ViralProj15599_genomic	180	first
DEN2-835_F	DEN-1-reverse_R	DEN2-835_F_DEN-1-reverse_R	GCF_000865065.1_ViralProj15599_genomic	440	first
DEN2-835_F	8_R	DEN2-835_F_8_R	GCF_000865065.1_ViralProj15599_genomic	288	first
DEN2-835_F	TS4_R	DEN2-835_F_TS4_R	GCF_000865065.1_ViralProj15599_genomic	179	first
DEN2-835_F	Dciam3n(eodviiioDis_4_R	DEN2-835_F_Dciam3n(eodviiioDis_4_R	GCF_000865065.1_ViralProj15599_genomic	368	first
