accession_id	sequence_length
AB608787.1	10749
AB608786.1	10749
KF006358.1	320
KF006357.1	349
KF006356.1	361
KF006355.1	320
KF006354.1	357
KF006353.1	359
KF006352.1	322
KF006351.1	340
KF479405.1	1787
KF053046.1	364
KF053045.1	365
KF053044.1	354
KF053041.1	368
KF053040.1	300
JQ717295.1	457
JQ717294.1	457
JQ717293.1	475
JQ717292.1	475
JQ717291.1	475
JQ717289.1	450
JN106401.1	455
JN106400.1	455
JN106399.1	455
JN106398.1	455
KF268444.1	361
KF268443.1	366
KF268442.1	360
KF268441.1	316
KF268440.1	358
KF268439.1	350
KF268438.1	337
KF268437.1	344
KF268436.1	362
KF268435.1	352
KF268434.1	349
KF268433.1	364
KF268432.1	352
KC589013.1	1479
KC589012.1	1479
KC589011.1	1485
KC589010.1	1485
KC589009.1	1485
KC589008.1	1485
KC182113.1	1723
KC182112.1	1723
KC182111.1	1723
KC182110.1	1723
KC182109.1	1723
KC182108.1	1723
KC182107.1	1646
KC182106.1	1693
KC182105.1	1723
KC182104.1	1646
KC182103.1	1345
KC182102.1	1668
KC182101.1	1723
KC182100.1	1723
KC182099.1	1723
KC182098.1	1723
KC182097.1	1723
KC182096.1	1723
KC182095.1	1723
KC182094.1	1717
KC182093.1	1723
KC182092.1	1723
KC182091.1	1723
KC182090.1	1723
KC182089.1	1723
KC182088.1	1723
KC182087.1	1723
KC182086.1	1723
KC182085.1	1471
KC182084.1	1720
KC182083.1	1723
KC182082.1	1723
KC172835.1	10641
KC172834.1	10648
KC172833.1	9823
KC172832.1	9823
KC172831.1	9823
KC172830.1	9823
KC172829.1	10629
JX966379.1	10713
JX966380.1	10712
HG316484.1	10707
HG316483.1	10707
HG316482.1	10735
HG316481.1	10735
KC616349.1	396
KC616348.1	399
KC567679.1	933
JX286526.1	10630
JX286525.1	10596
JX286524.1	10587
JX286523.1	10611
JX286522.1	10599
JX286521.1	10597
JX286520.1	10598
JX286519.1	10540
JX286518.1	10544
JX286517.1	10539
JX286516.1	10542
HF955511.1	484
KC963425.1	1674
KC963424.1	1674
KC876044.1	490
JN406515.1	10707
JN406514.1	10707
KC848589.1	1479
KC848588.1	1479
KC848587.1	1479
KC848586.1	1479
KC848585.1	1479
KC848584.1	1485
KC848583.1	1485
KC848582.1	1485
KC848581.1	1485
KC848580.1	1485
KC848579.1	1485
KC848578.1	1485
KC848577.1	1485
KC848576.1	1485
KC741442.1	1520
KC741441.1	1519
KC741440.1	1485
KC741439.1	1517
KC741438.1	1484
KC954624.1	313
KC812279.1	1485
KC812278.1	1485
KC812277.1	1485
KC800609.1	2221
KC800608.1	2221
KC800607.1	2221
KC800606.1	2221
KC800605.1	2221
KC800604.1	2221
KC787100.1	368
KC787099.1	466
KC787097.1	432
KC787096.1	457
KC787095.1	413
KC787094.1	407
KC787093.1	402
KC787092.1	413
KC787091.1	393
KC787090.1	407
KC787089.1	354
KC787088.1	456
KC787087.1	447
KC787086.1	465
KC787085.1	377
KC787084.1	441
KC787083.1	438
KC787082.1	446
KC787081.1	439
KC006944.1	1485
KC006943.1	1485
KC006942.1	1485
KC006941.1	1485
KC006940.1	1485
KC006939.1	1485
KC006938.1	1485
KC006937.1	1485
KC006936.1	1485
KC006935.1	1485
KC006934.1	1485
KC006933.1	1485
KC333651.1	10574
KC620380.1	1056
KC620379.1	1056
KC620378.1	1056
KC620377.1	1056
JN638572.1	10656
JN638571.1	10656
JN638570.1	10650
KC759167.1	10735
HW099986.1	1616
HW099985.1	1623
HW099984.1	1716
HW099983.1	1550
HW099982.1	1557
HW099981.1	1616
KC847996.1	1485
KC847995.1	1485
KC847994.1	1485
KC847993.1	1485
KC847992.1	1485
KC847991.1	1485
HF955512.1	397
KC863953.1	435
KC863952.1	435
KC863951.1	435
KC863950.1	435
KC863949.1	435
KC863948.1	435
KC863947.1	435
KC863946.1	435
KC863945.1	1822
KC863944.1	1822
KC863943.1	1823
KC863942.1	1779
KC863941.1	1830
KC863940.1	1821
KC806070.1	467
KC806069.1	470
KC806068.1	470
JQ894501.1	414
KC136240.1	1485
JX024758.1	10653
JX024757.1	10653
JQ920489.1	10671
JQ920488.1	10671
JQ920487.1	10671
JQ920486.1	10671
JQ920485.1	10663
JQ920484.1	10671
JQ920483.1	10671
JQ920482.1	10671
JQ920481.1	10671
JQ920480.1	10671
JQ920479.1	10671
JQ920478.1	10671
JQ920477.1	10671
JQ920476.1	10671
JQ915090.1	10246
JQ915089.1	10572
JQ915088.1	10572
JQ915087.1	10246
JQ915086.1	10572
JQ915085.1	10572
JQ915084.1	10573
JQ915083.1	10572
JQ915082.1	10572
JQ915081.1	10572
JQ915080.1	10699
JQ915079.1	10699
JQ915078.1	10197
JQ915077.1	10699
JQ915076.1	10699
JQ915075.1	10699
JQ915074.1	10699
JQ915073.1	10699
JQ915072.1	10699
JQ915071.1	10699
JQ922560.1	10739
JQ922559.1	10616
JQ922558.1	10626
JQ922557.1	10657
JQ922556.1	10652
JQ922555.1	10663
JQ922554.1	10654
JQ922553.1	10591
JQ922552.1	10675
JQ922551.1	10639
JQ922550.1	10619
JQ922549.1	10648
JQ922548.1	10699
JQ922547.1	10395
JQ922546.1	10663
JQ922545.1	10625
JQ922544.1	10698
KC583365.1	300
KC583364.1	300
KC583363.1	300
KC583362.1	300
JX417144.1	927
JX417143.1	927
JX417142.1	927
JX417141.1	927
JX417140.1	927
JX417139.1	753
JX417138.1	927
JX417137.1	927
JX417136.1	889
JX417135.1	927
JX417134.1	890
JX417133.1	889
JX417132.1	430
JX417131.1	883
KC473456.1	1056
AB600938.1	1977
AB600937.1	1977
AB600936.1	1977
AB600935.1	1977
AB600934.1	1977
AB600933.1	1977
AB600932.1	1977
AB600931.1	1977
AB600930.1	1977
AB600929.1	1977
AB600928.1	1977
AB600927.1	1977
AB600926.1	1977
AB600925.1	2037
AB600924.1	1983
AB600923.1	1983
AB600922.1	2040
JQ390290.1	329
JQ390289.1	329
JQ390283.1	329
JQ390282.1	364
JQ390281.1	369
JQ390280.1	369
JQ390279.1	369
JQ390278.1	375
JQ390277.1	368
JQ390276.1	369
JQ390275.1	370
JQ390274.1	371
JQ390273.1	370
JQ390272.1	363
JQ390271.1	370
JQ390270.1	370
JQ390269.1	374
JQ390268.1	374
JQ390267.1	370
JQ390266.1	370
JQ390260.1	372
JQ390259.1	369
JQ390258.1	371
JQ390257.1	372
JQ390251.1	373
JQ390250.1	372
JQ390249.1	372
JQ390248.1	373
JQ390247.1	372
JQ390246.1	370
JQ390245.1	372
JQ390244.1	368
JQ390243.1	371
JQ390242.1	371
JQ390241.1	370
JQ390240.1	370
JQ390234.1	363
JQ390233.1	372
JQ390232.1	371
JQ390231.1	372
JQ390230.1	371
JQ390229.1	371
JQ390228.1	375
JQ390227.1	371
JQ390226.1	374
JQ390225.1	374
JQ425072.1	1485
JQ425071.1	1485
JQ425070.1	1485
JQ425069.1	1485
JQ425068.1	1485
JQ425067.1	1485
JQ425066.1	1485
JQ425065.1	1485
JQ425064.1	1485
JQ425063.1	1485
JQ425062.1	1485
JQ425061.1	1485
JX042514.1	2467
JX042513.1	2467
JX042512.1	2468
JX042511.1	2468
JX042510.1	2468
JX042509.1	2468
JX042508.1	2468
JX042507.1	2469
JX042506.1	2468
JX042505.1	2468
JX042504.1	2468
JX042503.1	2467
JX042502.1	2467
JX042501.1	2469
JX042500.1	2468
JX042499.1	2468
JX042498.1	2468
JX042497.1	2469
JX042496.1	2468
JX042495.1	2471
JX042494.1	2469
JX042493.1	2468
JX042492.1	2468
JX042491.1	2469
JX042490.1	2469
JQ815199.1	1485
HQ012538.1	10173
HQ012537.1	10173
HQ012536.1	10173
HQ012535.1	10173
HQ012534.1	10173
HQ012533.1	10173
HQ012532.1	2325
HQ012531.1	2325
HQ012530.1	2325
HQ012529.1	2325
HQ012528.1	2325
HQ012527.1	2325
HQ012526.1	2325
HQ012525.1	2325
HQ012524.1	2325
HQ012523.1	2325
HQ012522.1	2325
HQ012521.1	2325
HQ012520.1	2325
HQ012519.1	2325
HQ012518.1	2325
HQ012517.1	2325
HQ012516.1	2325
HQ012515.1	2325
HQ012514.1	2325
HQ012513.1	2325
HQ012512.1	2325
HQ012511.1	2325
HQ012510.1	2325
HQ012509.1	2325
HQ012508.1	2325
HQ026763.1	10176
KC425219.1	10707
KC425218.1	8249
KC425217.1	2464
FJ904812.1	321
FJ904811.1	305
FJ904810.1	314
FJ904808.1	311
FJ904805.1	312
FJ904804.1	316
FJ904803.1	312
FJ904802.1	371
FJ904799.1	319
FJ904798.1	320
FJ904797.1	310
FJ904796.1	304
FJ904795.1	319
FJ904794.1	308
FJ904793.1	321
FJ904792.1	300
FJ904789.1	318
FJ904788.1	306
FJ904787.1	324
FJ904786.1	350
KC261634.1	10630
JQ277843.1	1479
JQ277842.1	1479
JQ277841.1	1479
JQ277840.1	1479
JQ277839.1	1479
JQ277838.1	1479
JQ277837.1	1479
JQ277836.1	1479
JQ277835.1	1479
JQ277834.1	1479
JQ002658.1	1479
JQ655097.1	1485
JQ655096.1	1485
JQ655095.1	1485
JQ655094.1	1485
JQ655093.1	1485
JQ655092.1	1485
JQ655091.1	1485
JQ655090.1	1485
JQ655089.1	1485
JQ655088.1	1485
JQ655087.1	1485
JQ655086.1	1485
JQ655085.1	1485
JQ655084.1	1485
JQ655083.1	1485
JQ655082.1	1485
JQ655081.1	1485
JQ655080.1	1485
JQ655079.1	1485
JQ655078.1	1485
JQ655077.1	1485
JQ655076.1	1485
JQ655075.1	1485
JQ655074.1	1485
JQ655073.1	1485
JQ655072.1	1485
JQ655071.1	1485
JQ655070.1	1485
JQ655069.1	1485
JQ655068.1	1485
JQ655067.1	1485
JQ655066.1	1485
JQ655065.1	1485
JQ655064.1	1485
JQ655063.1	1485
JQ655062.1	1485
JQ655061.1	1485
JQ655060.1	1485
JQ655059.1	1485
JQ655058.1	1485
JQ655057.1	1485
JQ655056.1	1485
JQ655055.1	1485
JQ655054.1	1485
JQ655053.1	1485
JQ655052.1	1485
JQ655051.1	1485
JQ655050.1	1485
JQ655049.1	1485
JQ655048.1	1485
JQ655047.1	1485
JQ655046.1	1485
JQ655045.1	1485
JQ655044.1	1485
JQ655043.1	1485
JQ655042.1	1485
JQ655041.1	1485
JQ655040.1	1485
JQ655039.1	1485
JQ655038.1	1485
JQ655037.1	1485
JQ655036.1	1485
JQ655035.1	1485
JQ655034.1	1485
JQ655033.1	1485
JQ655032.1	1485
JQ655031.1	1485
JQ655030.1	1485
JQ655029.1	1485
JQ655028.1	1485
JQ655027.1	1485
JQ655026.1	1485
JQ655025.1	1485
JQ655024.1	1485
JQ655023.1	1485
JQ655022.1	1485
JQ655021.1	1485
JQ655020.1	1485
JQ655019.1	1485
JQ655018.1	1485
JQ655017.1	1485
JQ655016.1	1485
JQ655015.1	1485
JQ655014.1	1485
JQ655013.1	1485
JQ655012.1	1485
JQ655011.1	1485
JQ655010.1	1485
JQ655009.1	1485
JQ655008.1	1485
JQ655007.1	1485
JQ655006.1	1485
JQ655005.1	1485
JQ655004.1	1485
JQ655003.1	1485
JQ655002.1	1485
JQ655001.1	1485
JQ655000.1	1485
JQ654999.1	1485
JQ654998.1	1485
JQ654997.1	1485
JQ654996.1	1485
JQ654995.1	1485
JQ654994.1	1485
JQ654993.1	1485
JQ654992.1	1485
JQ654991.1	1485
JQ654990.1	1485
JQ654989.1	1485
JQ654988.1	1485
JQ654987.1	1485
JQ654986.1	1485
JQ654985.1	1485
JQ654984.1	1485
JQ654983.1	1485
JQ654982.1	1485
JQ654981.1	1485
JQ654980.1	1485
JQ654979.1	1485
JQ654978.1	1485
JQ654977.1	1485
JQ654976.1	1485
JQ654975.1	1485
JQ654974.1	1485
JQ654973.1	1485
JQ654972.1	1485
JQ650109.1	1485
JQ650108.1	1485
JQ650107.1	1485
JQ650106.1	1485
JQ650105.1	1485
JQ650104.1	1485
JQ650103.1	1485
JQ650102.1	1485
JQ650101.1	1485
JQ650100.1	1485
JQ650099.1	1485
JQ650098.1	1485
JQ650097.1	1485
JQ650096.1	1485
JQ650095.1	1485
JQ650094.1	1485
JQ650093.1	1485
JQ650092.1	1485
JQ650091.1	1485
JQ650090.1	1485
JQ650089.1	1485
JQ650088.1	1485
JQ650087.1	1485
JQ650086.1	1485
JQ650085.1	1485
JQ650084.1	1485
JQ650083.1	1485
JQ650082.1	1485
JQ650081.1	1485
JQ650080.1	1485
JQ650079.1	1485
JQ650078.1	1485
JQ650077.1	1479
JQ650076.1	1479
JQ650075.1	1479
JQ650074.1	1479
JQ650073.1	1479
JQ650072.1	1479
JQ650071.1	1479
JQ650070.1	1479
JQ650069.1	1479
JQ650068.1	1479
JQ650067.1	1479
JQ650066.1	1479
JQ650065.1	1479
JQ650064.1	1479
JQ650063.1	1479
JQ650062.1	1479
JQ650061.1	1479
JQ650060.1	1479
JQ650059.1	1479
JQ650058.1	1479
JQ650057.1	1479
JQ650056.1	1479
JQ650055.1	1479
JQ650054.1	1479
JQ650053.1	1479
JQ650052.1	1479
JQ650051.1	1479
JQ650050.1	1479
JQ650049.1	1479
JQ650048.1	1479
JQ650047.1	1479
JQ650046.1	1485
JQ650045.1	1485
JQ650044.1	1485
JQ650043.1	1485
JQ650042.1	1485
JQ650041.1	1485
JQ650040.1	1485
JQ650039.1	1485
JQ650038.1	1485
JQ650037.1	1485
JQ650036.1	1485
JQ650035.1	1485
JQ650034.1	1485
JQ650033.1	1485
JQ650032.1	1485
JQ650031.1	1485
JQ650030.1	1485
JQ650029.1	1485
JQ650028.1	1485
JQ650027.1	1485
JQ650026.1	1485
JQ650025.1	1485
JQ650024.1	1485
JQ650023.1	1485
JQ650022.1	1485
JQ650021.1	1485
JQ650020.1	1485
JQ650019.1	1485
KC131142.1	10673
KC131141.1	10671
KC131140.1	10668
JQ680410.1	486
JQ680409.1	485
JQ680408.1	513
JQ680407.1	493
JQ680406.1	502
JQ680405.1	513
JX070134.1	1740
JX070133.1	1740
JX070132.1	1740
JX070131.1	1740
JX070130.1	1740
JX070129.1	1740
JX070128.1	1740
JX070127.1	1740
JX070126.1	1740
JX070125.1	1740
JX070124.1	1740
JX070123.1	1740
JX070122.1	1740
JX070121.1	1740
JX070120.1	1740
JX070119.1	1740
JX070118.1	1740
JX070117.1	1740
JX070116.1	1740
JX070115.1	1740
JX070114.1	1740
JX070113.1	1740
KC248375.1	454
JQ993306.1	1485
JQ993305.1	1485
JQ993304.1	1485
JQ993303.1	1485
JQ993302.1	1485
JQ993301.1	1485
JQ993300.1	1485
JQ993299.1	1485
JQ993298.1	1485
JQ993297.1	1485
JQ993296.1	1485
JQ993295.1	1485
JQ993294.1	1485
JQ993293.1	1485
JQ993292.1	1485
JQ993291.1	1485
JQ993290.1	1485
JQ993289.1	1485
JQ993288.1	1485
JQ993287.1	1485
JQ993286.1	1485
JQ993285.1	1485
JQ993284.1	1485
JQ993283.1	1485
JQ993282.1	1485
JQ993281.1	1485
JQ993280.1	1485
JQ993279.1	1485
JQ993278.1	1485
JQ993277.1	1485
JQ993276.1	1485
JQ993275.1	1485
JQ993274.1	1485
JQ993273.1	1485
JQ993272.1	1485
JQ993271.1	1485
JQ993270.1	1485
JQ993269.1	1485
JQ993268.1	1485
JQ993267.1	1485
JQ993266.1	1485
JQ993265.1	1485
JQ993264.1	1485
JQ993263.1	1485
JQ993262.1	1485
JQ993261.1	1485
JQ993260.1	1485
JQ993259.1	1485
JQ993258.1	1485
JQ993257.1	1485
JQ993256.1	1485
JQ993255.1	1485
JQ993254.1	1485
JQ993253.1	1485
JQ993252.1	1485
JQ993251.1	1485
JQ993250.1	1485
JQ993249.1	1485
JQ993248.1	1485
JQ993247.1	1485
JQ993246.1	1485
JQ993245.1	1485
JQ993244.1	1485
JQ993243.1	1485
JQ993242.1	1485
JQ993241.1	1485
JQ993240.1	1485
JQ993239.1	1485
JQ993238.1	1485
JQ993237.1	1485
JQ993236.1	1485
JQ993235.1	1485
JQ993234.1	1485
JQ993233.1	1485
JQ993232.1	1479
JQ993231.1	1479
JQ993230.1	1479
JQ993229.1	1479
JQ993228.1	1479
JQ993227.1	1485
JQ993226.1	1485
JQ993225.1	1485
JQ993224.1	1485
JQ993223.1	1485
JQ993222.1	1485
JQ993221.1	1485
JQ993220.1	1485
JQ993219.1	1485
JQ993218.1	1485
JQ993217.1	1485
JQ993216.1	1485
JQ993215.1	1485
JQ993214.1	1485
JQ993213.1	1485
JQ993212.1	1485
JQ993211.1	1485
JQ993210.1	1485
JQ993209.1	1485
JQ993208.1	1485
JQ993207.1	1485
JQ993206.1	1485
JQ993205.1	1485
JQ993204.1	1485
JQ993203.1	1485
JQ993202.1	1485
JQ993201.1	1485
JQ993200.1	1485
JQ993199.1	1485
JQ993198.1	1485
JQ993197.1	1485
JQ993196.1	1485
JQ993195.1	1485
JQ993194.1	1485
JQ993193.1	1485
JQ993192.1	1485
JQ993191.1	1485
JQ993190.1	1485
JQ993189.1	1485
JQ993188.1	1485
JQ993187.1	1485
JQ993186.1	1485
JQ993185.1	1485
JQ993184.1	1485
JQ993183.1	1485
JQ993182.1	1485
JQ993181.1	1485
JQ993180.1	1485
JQ993179.1	1485
JQ993178.1	1485
JQ993177.1	1485
JQ993176.1	1485
JQ993175.1	1485
JQ993174.1	1485
JQ993173.1	1485
JQ993172.1	1485
JQ993171.1	1485
JQ993170.1	1485
JQ993169.1	1485
JQ993168.1	1485
JQ993167.1	1485
JQ993166.1	1485
JQ993165.1	1485
JQ993164.1	1485
JQ993163.1	1485
JQ993162.1	1485
JQ993161.1	1485
JQ993160.1	1485
JQ993159.1	1485
JQ993158.1	1485
JQ993157.1	1485
JQ993156.1	1485
JQ993155.1	1485
JQ993154.1	1485
JQ993153.1	1485
JQ993152.1	1485
JQ993151.1	1485
JQ993150.1	1485
JQ993149.1	1485
JQ993148.1	1485
JQ993147.1	1485
JQ993146.1	1485
JQ993145.1	1485
JQ993144.1	1485
JQ993143.1	1485
JQ993142.1	1485
JQ993141.1	1485
JQ993140.1	1485
JQ993139.1	1485
JQ993138.1	1485
JQ993137.1	1485
JQ993136.1	1485
JQ993135.1	1485
JQ993134.1	1485
JQ993133.1	1485
JQ993132.1	1485
JQ993131.1	1485
JQ993130.1	1485
JQ993129.1	1485
JQ993128.1	1485
JQ993127.1	1485
JQ993126.1	1485
JQ993125.1	1485
JQ993124.1	1485
JQ993123.1	1485
JQ993122.1	1485
JQ993121.1	1485
JQ993120.1	1485
JQ993119.1	1485
JQ993118.1	1485
JQ993117.1	1485
JQ993116.1	1485
JQ993115.1	1485
JQ993114.1	1485
JQ993113.1	1485
JQ993112.1	1485
JQ993111.1	1485
JQ993110.1	1485
JQ993109.1	1485
JQ993108.1	1485
JX026896.1	322
JX026895.1	322
JX026894.1	322
JX026893.1	322
JX026892.1	322
JX026891.1	322
JX026890.1	322
JX026889.1	322
JX088743.1	1479
JX088742.1	1479
JX088741.1	1479
JX088740.1	1479
JX088739.1	1479
JQ736686.1	322
JQ736685.1	322
JX891649.1	454
JQ277886.1	1485
JQ277885.1	1479
JQ277884.1	1479
JQ277883.1	1479
JQ277882.1	1479
JQ277881.1	1479
JQ277880.1	1479
JQ277879.1	1479
JQ277878.1	1479
JQ277877.1	1479
JQ277876.1	1479
JQ277875.1	1479
JQ277874.1	1479
JQ277873.1	1479
JQ277872.1	1479
JQ277871.1	1479
JQ277870.1	1479
JQ277869.1	1479
JQ277868.1	1479
JQ277867.1	1479
JQ277866.1	1479
JQ277865.1	1479
JQ277864.1	1479
JQ277863.1	1479
JQ277862.1	1479
JQ277861.1	1479
JQ277860.1	1479
JQ277859.1	1479
JQ277858.1	1479
JQ277857.1	1479
JQ277856.1	1479
JQ277855.1	1479
JQ277854.1	1479
JQ277853.1	1479
JQ277852.1	1479
JQ277851.1	1479
JQ277850.1	1479
JQ277849.1	1479
JQ277848.1	1479
JQ277847.1	1479
JQ277846.1	1479
JQ277845.1	1479
JQ277844.1	1479
JX878504.1	1485
HM469968.1	10735
HM469967.1	10735
HM469966.1	10735
JQ217414.1	434
JQ217413.1	433
JQ217412.1	434
JQ217411.1	434
JQ217410.1	433
JQ217409.1	435
JQ217408.1	433
JQ217407.1	434
JQ217406.1	434
JQ217405.1	444
JQ217404.1	444
JQ217403.1	444
JQ217402.1	444
JQ217401.1	431
JQ217400.1	429
JQ217399.1	424
JQ217398.1	430
JQ217397.1	429
JQ217396.1	429
JQ217395.1	429
JQ217394.1	429
JQ217393.1	428
JQ217392.1	429
JQ217391.1	436
JQ217390.1	412
JQ217389.1	425
JQ217388.1	433
JQ217387.1	390
JQ217386.1	427
JQ217385.1	425
JQ217384.1	421
JQ217383.1	431
JQ217382.1	429
JQ034607.1	306
JQ034606.1	306
FJ390389.1	10632
JX843460.1	450
JX843459.1	654
JQ513345.1	10604
JQ513344.1	10604
JQ513343.1	10604
JQ513342.1	10604
JQ513341.1	10604
JQ513340.1	10604
JQ513339.1	10604
JQ513338.1	10604
JQ513337.1	10604
JQ513336.1	10604
JQ513335.1	10604
JQ513334.1	10604
JQ513333.1	10604
JQ513332.1	10604
JQ513331.1	10604
JQ513330.1	10604
JX470186.1	10723
JN575596.1	1485
JN575595.1	1485
JN575594.1	1485
JN575593.1	1485
JN575592.1	1485
JN575591.1	1485
JN575590.1	1485
JN575589.1	1485
JN575588.1	1485
JN575587.1	1485
JN575586.1	1485
JN575585.1	1485
JN575584.1	1485
JN575583.1	1485
JN575582.1	1485
JN575581.1	1485
JN575580.1	1479
JN575579.1	1479
JN575578.1	1479
JN575577.1	1479
JN575576.1	1479
JN575575.1	1479
JN575574.1	1479
JN575573.1	1479
JN575572.1	1479
JN575571.1	1479
JN575570.1	1479
JN575569.1	1479
JN575568.1	1479
JN575567.1	1479
JN575566.1	1479
JN575565.1	1479
JN575564.1	1479
JN575563.1	1479
JN575562.1	1479
JN575561.1	1479
JN575560.1	1479
JN568284.1	1479
JN568283.1	1479
JN568282.1	1485
JN568281.1	1485
JN568280.1	1485
JN568279.1	1485
JN568278.1	1485
JN568277.1	1485
JN568276.1	1485
JN568275.1	1485
JN568274.1	1485
JN568273.1	1485
JN568272.1	1485
JN568271.1	1485
JN568270.1	1485
JN568269.1	1485
JN568268.1	1485
JN568267.1	1485
JN568266.1	1485
JN568265.1	1485
JN568264.1	1485
JN568263.1	1485
JN568262.1	1485
JN568261.1	1485
JN568260.1	1485
JN568259.1	1485
JN568258.1	1485
JN568257.1	1485
JN568256.1	1485
JN568255.1	1485
JN568254.1	1485
JN568253.1	1485
JN568252.1	1485
JN568251.1	1485
JN568250.1	1485
JN568249.1	1485
JN568248.1	1485
JN568247.1	1485
JN568246.1	1485
JN568245.1	1485
JN568244.1	1485
JN568243.1	1485
JN568242.1	1485
JN568241.1	1485
JN415535.1	1485
JN415534.1	1485
JN415533.1	1485
JN415532.1	1485
JN415531.1	1485
JN415530.1	1485
JN415529.1	1485
JN415528.1	1485
JN415527.1	1485
JN415526.1	1485
JN415525.1	1485
JN415524.1	1485
JN415523.1	1485
JN415522.1	1485
JN415521.1	1485
JN415520.1	1485
JN415519.1	1485
JN415518.1	1485
JN415517.1	1485
JN415516.1	1485
JN415515.1	1485
JN415514.1	1485
JN415513.1	1485
JN415512.1	1485
JN415511.1	1485
JN415510.1	1485
JN415509.1	1485
JN415508.1	1485
JN415507.1	1485
JN415506.1	1485
JN415505.1	1485
JN415504.1	1485
JN415503.1	1485
JN415502.1	1485
JN415501.1	1485
JN415500.1	1485
JN415499.1	1485
JN415498.1	1485
JN415497.1	1485
JN415496.1	1485
JN415495.1	1485
JN415494.1	1485
JN415493.1	1485
JN415492.1	1485
JN415491.1	1485
JN415490.1	1485
JN415489.1	1485
JN415488.1	1485
JN415487.1	1485
JN415486.1	1485
JX644012.1	1485
JX644011.1	1485
JX644010.1	1485
JX644009.1	1485
JX644008.1	1485
JX644007.1	1485
JX644006.1	1485
HM210483.1	1485
HM210482.1	1485
HM210481.1	1485
HM210480.1	1485
HM210479.1	1485
HM210478.1	1484
HM210477.1	1485
HM210476.1	1485
HM210475.1	1485
HM210474.1	1485
HM210473.1	1485
HM210472.1	1485
HM210471.1	1485
HM210470.1	1485
HM210469.1	1485
HM210468.1	1485
HM210467.1	1485
HM210466.1	1485
HM210465.1	1485
HM210464.1	1485
HM210463.1	1485
HM210462.1	1485
HM210461.1	1485
JX567951.1	10173
JX567950.1	10173
JX569846.1	1491
JX569845.1	1491
JX569844.1	1491
JX569843.1	1491
JX569842.1	1491
JX569841.1	1491
JX569840.1	1491
JX569839.1	1491
JN997394.1	886
JN997393.1	886
JQ013409.1	1485
JQ013408.1	1485
JX556942.1	1485
JX556941.1	1485
JX556940.1	1485
JX556939.1	1485
JX556938.1	1485
JX556937.1	1485
JX556936.1	1485
JX556935.1	1485
JX556934.1	1485
JX556933.1	1485
JX556932.1	1485
JX556931.1	1485
JX556930.1	1485
JX556929.1	1485
JX556928.1	1485
JX556927.1	1485
JX556926.1	1485
JX556925.1	1485
JX556924.1	1485
JX556923.1	1485
JX556922.1	1485
JX502778.1	357
JX502777.1	319
JX502776.1	453
JX502775.1	449
JX502774.1	453
JX502773.1	448
JX502772.1	426
JX502771.1	453
JX502770.1	398
JX502769.1	453
JX502768.1	314
JX080291.1	758
JX080290.1	758
JX080289.1	758
AB624554.1	1485
AB624553.1	1485
AB597980.1	1485
AB597979.1	1485
AB597978.1	1485
AB597977.1	1485
AB597976.1	1485
AB597975.1	1485
AB597974.1	1485
AB597973.1	1485
AB597972.1	1485
AB597971.1	1485
AB597970.1	1485
AB597969.1	1485
AB597968.1	1485
AB597967.1	1485
AB597966.1	1485
AB550429.1	1485
AB550428.1	1485
AB550427.1	1485
AB550426.1	1485
AB550425.1	1485
AB550424.1	1485
AB550423.1	1485
AB550422.1	1485
AB550421.1	1485
AB550420.1	1485
AB550419.1	1485
AB550418.1	1485
AB550417.1	1485
AB550416.1	1485
AB550415.1	1485
AB550414.1	1485
AB550413.1	1485
AB550412.1	1485
AB550411.1	1485
AB550410.1	1485
AB550409.1	1485
AB550408.1	1485
JX476095.1	1491
JX476094.1	1491
JX476093.1	1491
JX476092.1	1491
JX476091.1	1491
JX476090.1	1491
JX476089.1	1491
JX476088.1	1491
JX476087.1	1491
JX476086.1	1491
JX476085.1	1491
JX476084.1	1491
JX446306.1	1491
JX446305.1	1491
JX446304.1	1491
JX446303.1	1491
JX446302.1	1491
JX446301.1	1491
JX446300.1	1491
JX446299.1	1491
JX891665.1	1479
JX891664.1	1479
JX891663.1	1485
JX891662.1	1485
JX891661.1	1485
JX891660.1	1485
JX891659.1	1485
JX891658.1	1485
JX891657.1	1485
JX891656.1	1485
JX891655.1	1485
JX476037.1	1485
JX476036.1	1485
JX476035.1	1485
JX476034.1	1485
JX476033.1	1485
JX476032.1	1485
JN832561.1	1485
JN832560.1	1485
JN832559.1	1485
JN832558.1	1485
JN832557.1	1485
JN832556.1	1485
JN832555.1	1485
JN832554.1	1485
JN832553.1	1485
JN832552.1	1485
JN832551.1	1485
JN832550.1	1485
JN832549.1	1485
JN832548.1	1485
JN832547.1	1485
JN832546.1	1485
JN832545.1	1485
JN832544.1	1485
JN832543.1	1485
JN832542.1	1485
JN832541.1	1485
JN832540.1	1485
JN832539.1	1485
JN832538.1	1485
JN832537.1	1485
JN832536.1	1485
JN832535.1	1485
JN832534.1	1485
JN832533.1	1485
JN832532.1	1485
JN832531.1	1485
JN832530.1	1485
JN832529.1	1485
JN832528.1	1485
JN832527.1	1485
JN832526.1	1485
JN832525.1	1485
JN832524.1	1485
JN832523.1	1485
JN832522.1	1485
JN832521.1	1485
JN832520.1	1485
JN832519.1	1485
JN832518.1	1485
JN832517.1	1485
JN832516.1	1485
JN832515.1	1485
JN832514.1	1485
